Branch id: 237, fromBus id: 77, toBus id: 69, flow2capratio: 0.20519425279394027
Branch id: 191, fromBus id: 65, toBus id: 38, flow2capratio: 0.09234076351772154
Branch id: 241, fromBus id: 78, toBus id: 77, flow2capratio: 0.09181684253716163
Branch id: 347, fromBus id: 110, toBus id: 103, flow2capratio: 0.09101439741107727
Branch id: 346, fromBus id: 103, toBus id: 110, flow2capratio: 0.08895886535619166
Branch id: 308, fromBus id: 94, toBus id: 100, flow2capratio: 0.08867167811782417
Branch id: 225, fromBus id: 73, toBus id: 71, flow2capratio: 0.08863211382852397
Branch id: 139, fromBus id: 50, toBus id: 49, flow2capratio: 0.08843023746528157
Branch id: 124, fromBus id: 46, toBus id: 47, flow2capratio: 0.08817788048731239
Branch id: 260, fromBus id: 83, toBus id: 85, flow2capratio: 0.08800694282748438
Branch id: 111, fromBus id: 41, toBus id: 40, flow2capratio: 0.08686829626790786
Branch id: 313, fromBus id: 97, toBus id: 96, flow2capratio: 0.08686045672402887
Branch id: 107, fromBus id: 38, toBus id: 30, flow2capratio: 0.08619504821695943
Branch id: 301, fromBus id: 97, toBus id: 80, flow2capratio: 0.08603262016726938
Branch id: 352, fromBus id: 110, toBus id: 112, flow2capratio: 0.08585867854040437
Branch id: 299, fromBus id: 96, toBus id: 94, flow2capratio: 0.08564929483941132
Branch id: 298, fromBus id: 94, toBus id: 96, flow2capratio: 0.08559257891976144
Branch id: 327, fromBus id: 104, toBus id: 100, flow2capratio: 0.08559203773773749
Branch id: 259, fromBus id: 84, toBus id: 83, flow2capratio: 0.08557837141155661
Branch id: 269, fromBus id: 88, toBus id: 85, flow2capratio: 0.08545516410236495
Branch id: 219, fromBus id: 71, toBus id: 70, flow2capratio: 0.08518452402600692
Branch id: 205, fromBus id: 67, toBus id: 66, flow2capratio: 0.08514700722574618
Branch id: 105, fromBus id: 40, toBus id: 37, flow2capratio: 0.08505674362164874
Branch id: 248, fromBus id: 79, toBus id: 80, flow2capratio: 0.08493772697951664
Branch id: 319, fromBus id: 101, toBus id: 100, flow2capratio: 0.08485602210875973
Branch id: 140, fromBus id: 49, toBus id: 51, flow2capratio: 0.08470144516726806
Branch id: 359, fromBus id: 114, toBus id: 32, flow2capratio: 0.08392548750401989
Branch id: 81, fromBus id: 32, toBus id: 23, flow2capratio: 0.083792675732193
Branch id: 244, fromBus id: 77, toBus id: 80, flow2capratio: 0.08370811614771392
Branch id: 142, fromBus id: 51, toBus id: 52, flow2capratio: 0.08363057793078835
Branch id: 343, fromBus id: 107, toBus id: 106, flow2capratio: 0.08347321845650532
Branch id: 208, fromBus id: 47, toBus id: 69, flow2capratio: 0.0831942644101687
Branch id: 306, fromBus id: 92, toBus id: 100, flow2capratio: 0.08318067477292736
Branch id: 353, fromBus id: 112, toBus id: 110, flow2capratio: 0.08293264511827642
Branch id: 224, fromBus id: 71, toBus id: 73, flow2capratio: 0.08215895873002016
Branch id: 238, fromBus id: 75, toBus id: 77, flow2capratio: 0.08194541576002191
Branch id: 218, fromBus id: 70, toBus id: 71, flow2capratio: 0.08124754662794753
Branch id: 234, fromBus id: 76, toBus id: 77, flow2capratio: 0.08123808472810619
Branch id: 166, fromBus id: 54, toBus id: 59, flow2capratio: 0.08110385304948385
Branch id: 179, fromBus id: 61, toBus id: 60, flow2capratio: 0.08050058262844806
Branch id: 350, fromBus id: 110, toBus id: 111, flow2capratio: 0.0803828117500621
Branch id: 9, fromBus id: 6, toBus id: 5, flow2capratio: 0.08019489348337411
Branch id: 45, fromBus id: 18, toBus id: 17, flow2capratio: 0.08000770634136238
Branch id: 113, fromBus id: 42, toBus id: 40, flow2capratio: 0.0798613929902348
Branch id: 341, fromBus id: 108, toBus id: 105, flow2capratio: 0.07966310833192791
Branch id: 332, fromBus id: 100, toBus id: 106, flow2capratio: 0.07944693301492677
Branch id: 24, fromBus id: 2, toBus id: 12, flow2capratio: 0.079405942661134
Branch id: 232, fromBus id: 74, toBus id: 75, flow2capratio: 0.07905028537646866
Branch id: 97, fromBus id: 36, toBus id: 34, flow2capratio: 0.07887812053296002
Branch id: 80, fromBus id: 23, toBus id: 32, flow2capratio: 0.07884085472739413
Branch id: 136, fromBus id: 48, toBus id: 49, flow2capratio: 0.07876241757452014
Branch id: 153, fromBus id: 55, toBus id: 54, flow2capratio: 0.07855486288443038
Branch id: 42, fromBus id: 16, toBus id: 17, flow2capratio: 0.07839537598240687
Branch id: 110, fromBus id: 40, toBus id: 41, flow2capratio: 0.07827346206643115
Branch id: 231, fromBus id: 75, toBus id: 69, flow2capratio: 0.07811455225377247
Branch id: 190, fromBus id: 38, toBus id: 65, flow2capratio: 0.07789893684684616
Branch id: 290, fromBus id: 93, toBus id: 94, flow2capratio: 0.07756676291228902
Branch id: 358, fromBus id: 32, toBus id: 114, flow2capratio: 0.07750358206880896
Branch id: 331, fromBus id: 105, toBus id: 103, flow2capratio: 0.07723851038473936
Branch id: 56, fromBus id: 22, toBus id: 23, flow2capratio: 0.07722215569211348
Branch id: 49, fromBus id: 20, toBus id: 19, flow2capratio: 0.07677239413657705
Branch id: 146, fromBus id: 53, toBus id: 54, flow2capratio: 0.07665926640534931
Branch id: 271, fromBus id: 89, toBus id: 85, flow2capratio: 0.07662920277065613
Branch id: 2, fromBus id: 1, toBus id: 3, flow2capratio: 0.0765928542355641
Branch id: 351, fromBus id: 111, toBus id: 110, flow2capratio: 0.076483192795718
Branch id: 4, fromBus id: 4, toBus id: 5, flow2capratio: 0.07636593221169687
Branch id: 342, fromBus id: 106, toBus id: 107, flow2capratio: 0.07613122507504136
Branch id: 284, fromBus id: 91, toBus id: 92, flow2capratio: 0.07571615123345991
Branch id: 311, fromBus id: 96, toBus id: 95, flow2capratio: 0.07535519849005654
Branch id: 245, fromBus id: 80, toBus id: 77, flow2capratio: 0.07514594635840514
Branch id: 138, fromBus id: 49, toBus id: 50, flow2capratio: 0.0745667850530969
Branch id: 209, fromBus id: 69, toBus id: 47, flow2capratio: 0.07421087273834984
Branch id: 178, fromBus id: 60, toBus id: 61, flow2capratio: 0.07404991995954617
Branch id: 207, fromBus id: 68, toBus id: 65, flow2capratio: 0.07378282976876369
Branch id: 114, fromBus id: 41, toBus id: 42, flow2capratio: 0.07347356104334475
Branch id: 77, fromBus id: 31, toBus id: 17, flow2capratio: 0.07328074033194538
Branch id: 67, fromBus id: 28, toBus id: 27, flow2capratio: 0.07311249016374213
Branch id: 296, fromBus id: 82, toBus id: 96, flow2capratio: 0.07309871397695136
Branch id: 293, fromBus id: 95, toBus id: 94, flow2capratio: 0.07298866207724264
Branch id: 120, fromBus id: 44, toBus id: 45, flow2capratio: 0.07288807655065235
Branch id: 368, fromBus id: 75, toBus id: 118, flow2capratio: 0.07286561289758872
Branch id: 8, fromBus id: 5, toBus id: 6, flow2capratio: 0.07282241898137584
Branch id: 300, fromBus id: 80, toBus id: 97, flow2capratio: 0.0725800101776553
Branch id: 148, fromBus id: 49, toBus id: 54, flow2capratio: 0.07225951947557496
Branch id: 106, fromBus id: 30, toBus id: 38, flow2capratio: 0.07137333050434376
Branch id: 152, fromBus id: 54, toBus id: 55, flow2capratio: 0.07101827753322075
Branch id: 92, fromBus id: 35, toBus id: 37, flow2capratio: 0.07096203169297252
Branch id: 272, fromBus id: 88, toBus id: 89, flow2capratio: 0.07089475929762608
Branch id: 194, fromBus id: 49, toBus id: 66, flow2capratio: 0.07078928943043385
Branch id: 204, fromBus id: 66, toBus id: 67, flow2capratio: 0.0702797841626239
Branch id: 289, fromBus id: 94, toBus id: 92, flow2capratio: 0.07010967516624293
Branch id: 76, fromBus id: 17, toBus id: 31, flow2capratio: 0.06985590707078596
Branch id: 270, fromBus id: 85, toBus id: 89, flow2capratio: 0.06959436433504043
Branch id: 280, fromBus id: 89, toBus id: 92, flow2capratio: 0.0694238396821988
Branch id: 61, fromBus id: 25, toBus id: 23, flow2capratio: 0.06898096327156653
Branch id: 78, fromBus id: 29, toBus id: 31, flow2capratio: 0.06892380689585038
Branch id: 10, fromBus id: 6, toBus id: 7, flow2capratio: 0.06889948244270509
Branch id: 7, fromBus id: 5, toBus id: 3, flow2capratio: 0.06866906535907363
Branch id: 367, fromBus id: 117, toBus id: 12, flow2capratio: 0.06792744351815505
Branch id: 167, fromBus id: 59, toBus id: 54, flow2capratio: 0.06773268713031641
Branch id: 164, fromBus id: 51, toBus id: 58, flow2capratio: 0.06772033189545376
Branch id: 64, fromBus id: 25, toBus id: 27, flow2capratio: 0.0669400011965038
Branch id: 291, fromBus id: 94, toBus id: 93, flow2capratio: 0.06691704315996866
Branch id: 285, fromBus id: 92, toBus id: 91, flow2capratio: 0.06666478637380203
Branch id: 119, fromBus id: 43, toBus id: 34, flow2capratio: 0.06660412045781632
Branch id: 230, fromBus id: 69, toBus id: 75, flow2capratio: 0.06614951695358845
Branch id: 165, fromBus id: 58, toBus id: 51, flow2capratio: 0.06604074402810892
Branch id: 125, fromBus id: 47, toBus id: 46, flow2capratio: 0.0659277259610379
Branch id: 65, fromBus id: 27, toBus id: 25, flow2capratio: 0.06584925800153617
Branch id: 229, fromBus id: 75, toBus id: 70, flow2capratio: 0.0657207321770541
Branch id: 84, fromBus id: 27, toBus id: 32, flow2capratio: 0.0655535350205278
Branch id: 102, fromBus id: 37, toBus id: 39, flow2capratio: 0.0654799523962269
Branch id: 206, fromBus id: 65, toBus id: 68, flow2capratio: 0.06528411597180246
Branch id: 362, fromBus id: 114, toBus id: 115, flow2capratio: 0.06520878914148912
Branch id: 305, fromBus id: 99, toBus id: 80, flow2capratio: 0.06486199377974454
Branch id: 43, fromBus id: 17, toBus id: 16, flow2capratio: 0.06454354140395856
Branch id: 38, fromBus id: 12, toBus id: 16, flow2capratio: 0.06438024116181992
Branch id: 361, fromBus id: 115, toBus id: 27, flow2capratio: 0.06433741185675897
Branch id: 5, fromBus id: 5, toBus id: 4, flow2capratio: 0.06395607433321883
Branch id: 79, fromBus id: 31, toBus id: 29, flow2capratio: 0.06390338170525632
Branch id: 276, fromBus id: 89, toBus id: 90, flow2capratio: 0.0635577393221565
Branch id: 99, fromBus id: 37, toBus id: 34, flow2capratio: 0.06333752046253244
Branch id: 128, fromBus id: 47, toBus id: 49, flow2capratio: 0.06315347003639289
Branch id: 334, fromBus id: 104, toBus id: 105, flow2capratio: 0.06251485318466106
Branch id: 318, fromBus id: 100, toBus id: 101, flow2capratio: 0.06241522788718041
Branch id: 239, fromBus id: 77, toBus id: 75, flow2capratio: 0.062380632127602274
Branch id: 108, fromBus id: 39, toBus id: 40, flow2capratio: 0.06234547444126719
Branch id: 89, fromBus id: 34, toBus id: 19, flow2capratio: 0.06212645541818959
Branch id: 363, fromBus id: 115, toBus id: 114, flow2capratio: 0.061848968542228065
Branch id: 6, fromBus id: 3, toBus id: 5, flow2capratio: 0.06182953427698521
Branch id: 160, fromBus id: 50, toBus id: 57, flow2capratio: 0.06165226801051443
Branch id: 73, fromBus id: 30, toBus id: 8, flow2capratio: 0.06154507372470369
Branch id: 175, fromBus id: 60, toBus id: 59, flow2capratio: 0.061529940728767135
Branch id: 221, fromBus id: 72, toBus id: 24, flow2capratio: 0.06145108410737841
Branch id: 348, fromBus id: 109, toBus id: 110, flow2capratio: 0.06142165743469733
Branch id: 36, fromBus id: 14, toBus id: 15, flow2capratio: 0.061344167202199734
Branch id: 112, fromBus id: 40, toBus id: 42, flow2capratio: 0.06108843735943101
Branch id: 307, fromBus id: 100, toBus id: 92, flow2capratio: 0.06106343467575656
Branch id: 133, fromBus id: 49, toBus id: 42, flow2capratio: 0.06100065275084518
Branch id: 196, fromBus id: 49, toBus id: 66, flow2capratio: 0.06074431577808882
Branch id: 355, fromBus id: 113, toBus id: 17, flow2capratio: 0.06072105162623745
Branch id: 3, fromBus id: 3, toBus id: 1, flow2capratio: 0.06051609357557213
Branch id: 57, fromBus id: 23, toBus id: 22, flow2capratio: 0.06048632048652497
Branch id: 34, fromBus id: 13, toBus id: 15, flow2capratio: 0.06015587807451825
Branch id: 323, fromBus id: 102, toBus id: 101, flow2capratio: 0.05996060425802962
Branch id: 23, fromBus id: 12, toBus id: 11, flow2capratio: 0.059548518714605016
Branch id: 147, fromBus id: 54, toBus id: 53, flow2capratio: 0.05925275893099558
Branch id: 159, fromBus id: 57, toBus id: 56, flow2capratio: 0.05920013989129368
Branch id: 137, fromBus id: 49, toBus id: 48, flow2capratio: 0.05896191064974101
Branch id: 251, fromBus id: 81, toBus id: 68, flow2capratio: 0.058932594939264414
Branch id: 93, fromBus id: 37, toBus id: 35, flow2capratio: 0.05822977073609033
Branch id: 198, fromBus id: 62, toBus id: 66, flow2capratio: 0.058101970396032855
Branch id: 104, fromBus id: 37, toBus id: 40, flow2capratio: 0.05803667032324486
Branch id: 94, fromBus id: 33, toBus id: 37, flow2capratio: 0.05798749242338068
Branch id: 249, fromBus id: 80, toBus id: 79, flow2capratio: 0.05773422168264102
Branch id: 143, fromBus id: 52, toBus id: 51, flow2capratio: 0.0577029550045335
Branch id: 173, fromBus id: 59, toBus id: 55, flow2capratio: 0.05743521262971215
Branch id: 40, fromBus id: 15, toBus id: 17, flow2capratio: 0.05719790231809941
Branch id: 287, fromBus id: 93, toBus id: 92, flow2capratio: 0.057058965980225924
Branch id: 157, fromBus id: 56, toBus id: 55, flow2capratio: 0.05701122321457788
Branch id: 88, fromBus id: 19, toBus id: 34, flow2capratio: 0.056807586976497924
Branch id: 82, fromBus id: 31, toBus id: 32, flow2capratio: 0.05660877437616789
Branch id: 39, fromBus id: 16, toBus id: 12, flow2capratio: 0.056557976828190554
Branch id: 233, fromBus id: 75, toBus id: 74, flow2capratio: 0.056415548498258514
Branch id: 268, fromBus id: 85, toBus id: 88, flow2capratio: 0.05629154042939098
Branch id: 115, fromBus id: 42, toBus id: 41, flow2capratio: 0.05622976283226443
Branch id: 281, fromBus id: 92, toBus id: 89, flow2capratio: 0.0560925403965294
Branch id: 149, fromBus id: 54, toBus id: 49, flow2capratio: 0.05607021327021277
Branch id: 131, fromBus id: 49, toBus id: 42, flow2capratio: 0.055992505361183914
Branch id: 253, fromBus id: 80, toBus id: 81, flow2capratio: 0.05571983625062798
Branch id: 55, fromBus id: 22, toBus id: 21, flow2capratio: 0.05561989347431589
Branch id: 53, fromBus id: 21, toBus id: 20, flow2capratio: 0.05555999827017002
Branch id: 95, fromBus id: 37, toBus id: 33, flow2capratio: 0.05540722135112374
Branch id: 28, fromBus id: 7, toBus id: 12, flow2capratio: 0.05532927907056233
Branch id: 129, fromBus id: 49, toBus id: 47, flow2capratio: 0.055114111676238114
Branch id: 176, fromBus id: 59, toBus id: 61, flow2capratio: 0.05509355583768124
Branch id: 161, fromBus id: 57, toBus id: 50, flow2capratio: 0.05502273704105393
Branch id: 277, fromBus id: 90, toBus id: 89, flow2capratio: 0.054997243304310384
Branch id: 349, fromBus id: 110, toBus id: 109, flow2capratio: 0.05490679294046342
Branch id: 126, fromBus id: 46, toBus id: 48, flow2capratio: 0.05480000715525736
Branch id: 371, fromBus id: 118, toBus id: 76, flow2capratio: 0.054793369362905624
Branch id: 44, fromBus id: 17, toBus id: 18, flow2capratio: 0.054535303827142785
Branch id: 297, fromBus id: 96, toBus id: 82, flow2capratio: 0.05450127615686558
Branch id: 163, fromBus id: 58, toBus id: 56, flow2capratio: 0.054469322376452994
Branch id: 340, fromBus id: 105, toBus id: 108, flow2capratio: 0.05438754283365883
Branch id: 171, fromBus id: 59, toBus id: 56, flow2capratio: 0.053932070881311134
Branch id: 309, fromBus id: 100, toBus id: 94, flow2capratio: 0.05391389922784381
Branch id: 54, fromBus id: 21, toBus id: 22, flow2capratio: 0.05387667501740924
Branch id: 181, fromBus id: 62, toBus id: 60, flow2capratio: 0.053759097585995806
Branch id: 246, fromBus id: 77, toBus id: 80, flow2capratio: 0.053506177656754916
Branch id: 250, fromBus id: 68, toBus id: 81, flow2capratio: 0.05341134939598423
Branch id: 252, fromBus id: 81, toBus id: 80, flow2capratio: 0.05296505605227669
Branch id: 258, fromBus id: 83, toBus id: 84, flow2capratio: 0.052949289418507066
Branch id: 330, fromBus id: 103, toBus id: 105, flow2capratio: 0.05271217268087086
Branch id: 169, fromBus id: 59, toBus id: 56, flow2capratio: 0.05249388232509325
Branch id: 223, fromBus id: 72, toBus id: 71, flow2capratio: 0.05245159749200814
Branch id: 197, fromBus id: 66, toBus id: 49, flow2capratio: 0.052155213705133624
Branch id: 72, fromBus id: 8, toBus id: 30, flow2capratio: 0.05178944534951716
Branch id: 326, fromBus id: 100, toBus id: 104, flow2capratio: 0.05174468676366754
Branch id: 135, fromBus id: 49, toBus id: 45, flow2capratio: 0.051742482917388456
Branch id: 274, fromBus id: 89, toBus id: 90, flow2capratio: 0.051661614484247984
Branch id: 32, fromBus id: 12, toBus id: 14, flow2capratio: 0.051541520332325376
Branch id: 356, fromBus id: 32, toBus id: 113, flow2capratio: 0.051232630709526966
Branch id: 51, fromBus id: 19, toBus id: 15, flow2capratio: 0.0510198758560481
Branch id: 151, fromBus id: 54, toBus id: 49, flow2capratio: 0.05098190312925498
Branch id: 116, fromBus id: 43, toBus id: 44, flow2capratio: 0.050852719845552584
Branch id: 48, fromBus id: 19, toBus id: 20, flow2capratio: 0.0506076496630591
Branch id: 47, fromBus id: 19, toBus id: 18, flow2capratio: 0.05059978492035316
Branch id: 247, fromBus id: 80, toBus id: 77, flow2capratio: 0.050502523758845355
Branch id: 86, fromBus id: 15, toBus id: 33, flow2capratio: 0.050358082544118755
Branch id: 304, fromBus id: 80, toBus id: 99, flow2capratio: 0.050161547190707055
Branch id: 30, fromBus id: 11, toBus id: 13, flow2capratio: 0.049603923006162336
Branch id: 132, fromBus id: 42, toBus id: 49, flow2capratio: 0.04929448444370974
Branch id: 182, fromBus id: 61, toBus id: 62, flow2capratio: 0.04886846453446191
Branch id: 150, fromBus id: 49, toBus id: 54, flow2capratio: 0.04871895289836231
Branch id: 228, fromBus id: 70, toBus id: 75, flow2capratio: 0.048605099143417776
Branch id: 50, fromBus id: 15, toBus id: 19, flow2capratio: 0.048421374625905116
Branch id: 235, fromBus id: 77, toBus id: 76, flow2capratio: 0.04806829860216746
Branch id: 154, fromBus id: 54, toBus id: 56, flow2capratio: 0.04805676906754536
Branch id: 262, fromBus id: 84, toBus id: 85, flow2capratio: 0.04804124927799838
Branch id: 123, fromBus id: 46, toBus id: 45, flow2capratio: 0.04788611147845237
Branch id: 321, fromBus id: 102, toBus id: 92, flow2capratio: 0.04754445895318389
Branch id: 66, fromBus id: 27, toBus id: 28, flow2capratio: 0.04750543303831121
Branch id: 96, fromBus id: 34, toBus id: 36, flow2capratio: 0.047398836692702055
Branch id: 71, fromBus id: 17, toBus id: 30, flow2capratio: 0.047350596826861595
Branch id: 273, fromBus id: 89, toBus id: 88, flow2capratio: 0.04709529219476276
Branch id: 320, fromBus id: 92, toBus id: 102, flow2capratio: 0.047017555167028845
Branch id: 345, fromBus id: 109, toBus id: 108, flow2capratio: 0.0470124585596605
Branch id: 22, fromBus id: 11, toBus id: 12, flow2capratio: 0.046975960864460674
Branch id: 90, fromBus id: 35, toBus id: 36, flow2capratio: 0.046926623903577144
Branch id: 121, fromBus id: 45, toBus id: 44, flow2capratio: 0.04651720019623844
Branch id: 195, fromBus id: 66, toBus id: 49, flow2capratio: 0.046516981959387624
Branch id: 37, fromBus id: 15, toBus id: 14, flow2capratio: 0.04645399401924581
Branch id: 14, fromBus id: 8, toBus id: 5, flow2capratio: 0.04631470596524495
Branch id: 118, fromBus id: 34, toBus id: 43, flow2capratio: 0.046109943824161705
Branch id: 52, fromBus id: 20, toBus id: 21, flow2capratio: 0.046105342996276596
Branch id: 263, fromBus id: 85, toBus id: 84, flow2capratio: 0.04596812144839537
Branch id: 20, fromBus id: 5, toBus id: 11, flow2capratio: 0.04589705293074011
Branch id: 87, fromBus id: 33, toBus id: 15, flow2capratio: 0.04542448654406123
Branch id: 370, fromBus id: 76, toBus id: 118, flow2capratio: 0.04513882521549869
Branch id: 0, fromBus id: 1, toBus id: 2, flow2capratio: 0.044897551559122784
Branch id: 338, fromBus id: 105, toBus id: 107, flow2capratio: 0.044403487601767
Branch id: 203, fromBus id: 66, toBus id: 65, flow2capratio: 0.044360057286924236
Branch id: 117, fromBus id: 44, toBus id: 43, flow2capratio: 0.044274150417498846
Branch id: 25, fromBus id: 12, toBus id: 2, flow2capratio: 0.044138631253632765
Branch id: 85, fromBus id: 32, toBus id: 27, flow2capratio: 0.04398123783821383
Branch id: 11, fromBus id: 7, toBus id: 6, flow2capratio: 0.04389328396040702
Branch id: 240, fromBus id: 77, toBus id: 78, flow2capratio: 0.04380684743290144
Branch id: 60, fromBus id: 23, toBus id: 25, flow2capratio: 0.04375544602539061
Branch id: 130, fromBus id: 42, toBus id: 49, flow2capratio: 0.043595848112348665
Branch id: 354, fromBus id: 17, toBus id: 113, flow2capratio: 0.04353211288484839
Branch id: 83, fromBus id: 32, toBus id: 31, flow2capratio: 0.04341163879913057
Branch id: 339, fromBus id: 107, toBus id: 105, flow2capratio: 0.04296483206485276
Branch id: 243, fromBus id: 79, toBus id: 78, flow2capratio: 0.04274387082746297
Branch id: 357, fromBus id: 113, toBus id: 32, flow2capratio: 0.042545214664221544
Branch id: 70, fromBus id: 30, toBus id: 17, flow2capratio: 0.04235790422481635
Branch id: 336, fromBus id: 105, toBus id: 106, flow2capratio: 0.04193479846525576
Branch id: 101, fromBus id: 37, toBus id: 38, flow2capratio: 0.041725409019490886
Branch id: 33, fromBus id: 14, toBus id: 12, flow2capratio: 0.04170965531486554
Branch id: 222, fromBus id: 71, toBus id: 72, flow2capratio: 0.04139919682534499
Branch id: 15, fromBus id: 5, toBus id: 8, flow2capratio: 0.041205508041338164
Branch id: 213, fromBus id: 69, toBus id: 68, flow2capratio: 0.041021214814737465
Branch id: 41, fromBus id: 17, toBus id: 15, flow2capratio: 0.040879482159208086
Branch id: 193, fromBus id: 65, toBus id: 64, flow2capratio: 0.04030697196625709
Branch id: 322, fromBus id: 101, toBus id: 102, flow2capratio: 0.04022970498035777
Branch id: 12, fromBus id: 8, toBus id: 9, flow2capratio: 0.03992299295462383
Branch id: 278, fromBus id: 90, toBus id: 91, flow2capratio: 0.03957696720831558
Branch id: 316, fromBus id: 99, toBus id: 100, flow2capratio: 0.039002801090989046
Branch id: 144, fromBus id: 52, toBus id: 53, flow2capratio: 0.03887924381539612
Branch id: 286, fromBus id: 92, toBus id: 93, flow2capratio: 0.03851231932705144
Branch id: 46, fromBus id: 18, toBus id: 19, flow2capratio: 0.03811401190894665
Branch id: 74, fromBus id: 26, toBus id: 30, flow2capratio: 0.03803080060440527
Branch id: 91, fromBus id: 36, toBus id: 35, flow2capratio: 0.037926952784232075
Branch id: 127, fromBus id: 48, toBus id: 46, flow2capratio: 0.037851442734889405
Branch id: 162, fromBus id: 56, toBus id: 58, flow2capratio: 0.03768497270992064
Branch id: 360, fromBus id: 27, toBus id: 115, flow2capratio: 0.03719298273129411
Branch id: 172, fromBus id: 55, toBus id: 59, flow2capratio: 0.0370675261096745
Branch id: 68, fromBus id: 28, toBus id: 29, flow2capratio: 0.03706026447061467
Branch id: 192, fromBus id: 64, toBus id: 65, flow2capratio: 0.03705445351741871
Branch id: 13, fromBus id: 9, toBus id: 8, flow2capratio: 0.03630575186599606
Branch id: 170, fromBus id: 56, toBus id: 59, flow2capratio: 0.036137300688608626
Branch id: 177, fromBus id: 61, toBus id: 59, flow2capratio: 0.035856344540585526
Branch id: 16, fromBus id: 9, toBus id: 10, flow2capratio: 0.035681938191394515
Branch id: 365, fromBus id: 116, toBus id: 68, flow2capratio: 0.035617328062416714
Branch id: 100, fromBus id: 38, toBus id: 37, flow2capratio: 0.03543951000850778
Branch id: 21, fromBus id: 11, toBus id: 5, flow2capratio: 0.035413681921973444
Branch id: 187, fromBus id: 64, toBus id: 63, flow2capratio: 0.034584067172048476
Branch id: 168, fromBus id: 56, toBus id: 59, flow2capratio: 0.03414634089765465
Branch id: 180, fromBus id: 60, toBus id: 62, flow2capratio: 0.03393895836679973
Branch id: 184, fromBus id: 63, toBus id: 59, flow2capratio: 0.03369752779448485
Branch id: 75, fromBus id: 30, toBus id: 26, flow2capratio: 0.033675904865663964
Branch id: 69, fromBus id: 29, toBus id: 28, flow2capratio: 0.03349383459638339
Branch id: 226, fromBus id: 70, toBus id: 74, flow2capratio: 0.033443383534394945
Branch id: 312, fromBus id: 96, toBus id: 97, flow2capratio: 0.03338832703880453
Branch id: 18, fromBus id: 4, toBus id: 11, flow2capratio: 0.033162310368955394
