Branch id: 0, fromBus id: 1, toBus id: 2, flow2capratio: 0.1424888469424393
Branch id: 95, fromBus id: 37, toBus id: 33, flow2capratio: 0.13773745674150806
Branch id: 96, fromBus id: 34, toBus id: 36, flow2capratio: 0.15359606180851187
Branch id: 97, fromBus id: 36, toBus id: 34, flow2capratio: 0.22327875527892607
Branch id: 98, fromBus id: 34, toBus id: 37, flow2capratio: 0.280113476069785
Branch id: 99, fromBus id: 37, toBus id: 34, flow2capratio: 0.1694018615705459
Branch id: 100, fromBus id: 38, toBus id: 37, flow2capratio: 0.08465185356162115
Branch id: 101, fromBus id: 37, toBus id: 38, flow2capratio: 0.11379408921150637
Branch id: 102, fromBus id: 37, toBus id: 39, flow2capratio: 0.18712931002244787
Branch id: 103, fromBus id: 39, toBus id: 37, flow2capratio: 0.23152485986561888
Branch id: 104, fromBus id: 37, toBus id: 40, flow2capratio: 0.19695181230358633
Branch id: 105, fromBus id: 40, toBus id: 37, flow2capratio: 0.19495337083135028
Branch id: 106, fromBus id: 30, toBus id: 38, flow2capratio: 0.17829546488862844
Branch id: 107, fromBus id: 38, toBus id: 30, flow2capratio: 0.17783538023427564
Branch id: 108, fromBus id: 39, toBus id: 40, flow2capratio: 0.18928406031103331
Branch id: 109, fromBus id: 40, toBus id: 39, flow2capratio: 0.12404830406937663
Branch id: 110, fromBus id: 40, toBus id: 41, flow2capratio: 0.22947661657315688
Branch id: 111, fromBus id: 41, toBus id: 40, flow2capratio: 0.27359242496592573
Branch id: 112, fromBus id: 40, toBus id: 42, flow2capratio: 0.1894901671006909
Branch id: 113, fromBus id: 42, toBus id: 40, flow2capratio: 0.19428384304963675
Branch id: 114, fromBus id: 41, toBus id: 42, flow2capratio: 0.2606001014560483
Branch id: 115, fromBus id: 42, toBus id: 41, flow2capratio: 0.17686363643559883
Branch id: 116, fromBus id: 43, toBus id: 44, flow2capratio: 0.16652131117643684
Branch id: 117, fromBus id: 44, toBus id: 43, flow2capratio: 0.15764432198754633
Branch id: 118, fromBus id: 34, toBus id: 43, flow2capratio: 0.144562439814613
Branch id: 119, fromBus id: 43, toBus id: 34, flow2capratio: 0.19222122617429008
Branch id: 120, fromBus id: 44, toBus id: 45, flow2capratio: 0.22476327754931094
Branch id: 121, fromBus id: 45, toBus id: 44, flow2capratio: 0.16771078613229906
Branch id: 122, fromBus id: 45, toBus id: 46, flow2capratio: 0.10897111468725053
Branch id: 123, fromBus id: 46, toBus id: 45, flow2capratio: 0.176356245679242
Branch id: 124, fromBus id: 46, toBus id: 47, flow2capratio: 0.21788858865270197
Branch id: 125, fromBus id: 47, toBus id: 46, flow2capratio: 0.20807868578409225
Branch id: 126, fromBus id: 46, toBus id: 48, flow2capratio: 0.17462247691457125
Branch id: 127, fromBus id: 48, toBus id: 46, flow2capratio: 0.15094265560830838
Branch id: 128, fromBus id: 47, toBus id: 49, flow2capratio: 0.22645945311838114
Branch id: 129, fromBus id: 49, toBus id: 47, flow2capratio: 0.1678985425735123
Branch id: 130, fromBus id: 42, toBus id: 49, flow2capratio: 0.12615444162348535
Branch id: 131, fromBus id: 49, toBus id: 42, flow2capratio: 0.14221927004867688
Branch id: 132, fromBus id: 42, toBus id: 49, flow2capratio: 0.15063932932397692
Branch id: 133, fromBus id: 49, toBus id: 42, flow2capratio: 0.15706700782473415
Branch id: 134, fromBus id: 45, toBus id: 49, flow2capratio: 0.2370519312553339
Branch id: 135, fromBus id: 49, toBus id: 45, flow2capratio: 0.17222025101276453
Branch id: 136, fromBus id: 48, toBus id: 49, flow2capratio: 0.24563490870115778
Branch id: 137, fromBus id: 49, toBus id: 48, flow2capratio: 0.20599182580336653
Branch id: 138, fromBus id: 49, toBus id: 50, flow2capratio: 0.2554786542886733
Branch id: 139, fromBus id: 50, toBus id: 49, flow2capratio: 0.2555164348173492
Branch id: 140, fromBus id: 49, toBus id: 51, flow2capratio: 0.26841415623347925
Branch id: 141, fromBus id: 51, toBus id: 49, flow2capratio: 0.2797989395128586
Branch id: 142, fromBus id: 51, toBus id: 52, flow2capratio: 0.2037799049768504
Branch id: 143, fromBus id: 52, toBus id: 51, flow2capratio: 0.2092844303651242
Branch id: 144, fromBus id: 52, toBus id: 53, flow2capratio: 0.07902342826110316
Branch id: 145, fromBus id: 53, toBus id: 52, flow2capratio: 0.07713446427922614
Branch id: 146, fromBus id: 53, toBus id: 54, flow2capratio: 0.22063797045535058
Branch id: 147, fromBus id: 54, toBus id: 53, flow2capratio: 0.18626060124674676
Branch id: 148, fromBus id: 49, toBus id: 54, flow2capratio: 0.18949423201747906
Branch id: 149, fromBus id: 54, toBus id: 49, flow2capratio: 0.14854245111578973
Branch id: 150, fromBus id: 49, toBus id: 54, flow2capratio: 0.1474051745432199
Branch id: 151, fromBus id: 54, toBus id: 49, flow2capratio: 0.13436549081115873
Branch id: 152, fromBus id: 54, toBus id: 55, flow2capratio: 0.24697949799683994
Branch id: 153, fromBus id: 55, toBus id: 54, flow2capratio: 0.22798347039126315
Branch id: 154, fromBus id: 54, toBus id: 56, flow2capratio: 0.1595938722467528
Branch id: 155, fromBus id: 56, toBus id: 54, flow2capratio: 0.25827644877579475
Branch id: 156, fromBus id: 55, toBus id: 56, flow2capratio: 0.3175216023180771
Branch id: 157, fromBus id: 56, toBus id: 55, flow2capratio: 0.1710813987783425
Branch id: 158, fromBus id: 56, toBus id: 57, flow2capratio: 0.08705153858228556
Branch id: 159, fromBus id: 57, toBus id: 56, flow2capratio: 0.20961475270325508
Branch id: 160, fromBus id: 50, toBus id: 57, flow2capratio: 0.21706305391785283
Branch id: 161, fromBus id: 57, toBus id: 50, flow2capratio: 0.20419932630292528
Branch id: 162, fromBus id: 56, toBus id: 58, flow2capratio: 0.14793055378064573
Branch id: 163, fromBus id: 58, toBus id: 56, flow2capratio: 0.21886745700126872
Branch id: 164, fromBus id: 51, toBus id: 58, flow2capratio: 0.22562284215735953
Branch id: 165, fromBus id: 58, toBus id: 51, flow2capratio: 0.2794123507106192
Branch id: 166, fromBus id: 54, toBus id: 59, flow2capratio: 0.22721318237313326
Branch id: 167, fromBus id: 59, toBus id: 54, flow2capratio: 0.21798086782418846
Branch id: 168, fromBus id: 56, toBus id: 59, flow2capratio: 0.1160626442601772
Branch id: 169, fromBus id: 59, toBus id: 56, flow2capratio: 0.14688698241640918
Branch id: 170, fromBus id: 56, toBus id: 59, flow2capratio: 0.11044825337857853
Branch id: 171, fromBus id: 59, toBus id: 56, flow2capratio: 0.15091128330402181
Branch id: 172, fromBus id: 55, toBus id: 59, flow2capratio: 0.2137786339014233
Branch id: 173, fromBus id: 59, toBus id: 55, flow2capratio: 0.20926735253460196
Branch id: 174, fromBus id: 59, toBus id: 60, flow2capratio: 0.14502017431578007
Branch id: 175, fromBus id: 60, toBus id: 59, flow2capratio: 0.18863498780658408
Branch id: 176, fromBus id: 59, toBus id: 61, flow2capratio: 0.1457911177331553
Branch id: 177, fromBus id: 61, toBus id: 59, flow2capratio: 0.11808597884130659
Branch id: 178, fromBus id: 60, toBus id: 61, flow2capratio: 0.23434867718275182
Branch id: 179, fromBus id: 61, toBus id: 60, flow2capratio: 0.2682802459751984
Branch id: 180, fromBus id: 60, toBus id: 62, flow2capratio: 0.08646188699570853
Branch id: 181, fromBus id: 62, toBus id: 60, flow2capratio: 0.10388405921406843
Branch id: 182, fromBus id: 61, toBus id: 62, flow2capratio: 0.18502768198028044
Branch id: 183, fromBus id: 62, toBus id: 61, flow2capratio: 0.07728943294914008
Branch id: 184, fromBus id: 63, toBus id: 59, flow2capratio: 0.08441002668479974
Branch id: 185, fromBus id: 59, toBus id: 63, flow2capratio: 0.031968248244342544
Branch id: 186, fromBus id: 63, toBus id: 64, flow2capratio: 0.11108491075301749
Branch id: 187, fromBus id: 64, toBus id: 63, flow2capratio: 0.09971021736780339
Branch id: 188, fromBus id: 64, toBus id: 61, flow2capratio: 0.08630881450618094
Branch id: 189, fromBus id: 61, toBus id: 64, flow2capratio: 0.06224491053282598
Branch id: 190, fromBus id: 38, toBus id: 65, flow2capratio: 0.19041269189827256
Branch id: 191, fromBus id: 65, toBus id: 38, flow2capratio: 0.19675876416351243
Branch id: 192, fromBus id: 64, toBus id: 65, flow2capratio: 0.11664647333373301
Branch id: 193, fromBus id: 65, toBus id: 64, flow2capratio: 0.11349349617368197
Branch id: 194, fromBus id: 49, toBus id: 66, flow2capratio: 0.17322723908812995
Branch id: 195, fromBus id: 66, toBus id: 49, flow2capratio: 0.15882722040285135
Branch id: 196, fromBus id: 49, toBus id: 66, flow2capratio: 0.1679222217554175
Branch id: 197, fromBus id: 66, toBus id: 49, flow2capratio: 0.16830811330875092
Branch id: 198, fromBus id: 62, toBus id: 66, flow2capratio: 0.18727166691833474
Branch id: 199, fromBus id: 66, toBus id: 62, flow2capratio: 0.10126250542855236
Branch id: 200, fromBus id: 62, toBus id: 67, flow2capratio: 0.062493323921168714
Branch id: 201, fromBus id: 67, toBus id: 62, flow2capratio: 0.2598504588156862
Branch id: 202, fromBus id: 65, toBus id: 66, flow2capratio: 0.08537195442300904
Branch id: 203, fromBus id: 66, toBus id: 65, flow2capratio: 0.10911995973446581
Branch id: 204, fromBus id: 66, toBus id: 67, flow2capratio: 0.24517736911081006
Branch id: 205, fromBus id: 67, toBus id: 66, flow2capratio: 0.3036296381222452
Branch id: 206, fromBus id: 65, toBus id: 68, flow2capratio: 0.15994813174667186
Branch id: 207, fromBus id: 68, toBus id: 65, flow2capratio: 0.174648519449427
Branch id: 208, fromBus id: 47, toBus id: 69, flow2capratio: 0.21030717981986746
Branch id: 209, fromBus id: 69, toBus id: 47, flow2capratio: 0.21932169992354875
Branch id: 210, fromBus id: 49, toBus id: 69, flow2capratio: 0.31096391491001035
Branch id: 211, fromBus id: 69, toBus id: 49, flow2capratio: 0.3389475128392342
Branch id: 212, fromBus id: 68, toBus id: 69, flow2capratio: 0.08744700431261894
Branch id: 213, fromBus id: 69, toBus id: 68, flow2capratio: 0.1019954425385106
Branch id: 214, fromBus id: 69, toBus id: 70, flow2capratio: 0.27541800146354456
Branch id: 215, fromBus id: 70, toBus id: 69, flow2capratio: 0.33506834714999323
Branch id: 216, fromBus id: 24, toBus id: 70, flow2capratio: 0.3178303486279544
Branch id: 217, fromBus id: 70, toBus id: 24, flow2capratio: 0.2630073815740651
Branch id: 218, fromBus id: 70, toBus id: 71, flow2capratio: 0.23910487474906256
Branch id: 219, fromBus id: 71, toBus id: 70, flow2capratio: 0.28354717638262394
Branch id: 220, fromBus id: 24, toBus id: 72, flow2capratio: 0.08038224472703454
Branch id: 221, fromBus id: 72, toBus id: 24, flow2capratio: 0.158267345833576
Branch id: 222, fromBus id: 71, toBus id: 72, flow2capratio: 0.11787242906561626
Branch id: 223, fromBus id: 72, toBus id: 71, flow2capratio: 0.1481176761948215
Branch id: 224, fromBus id: 71, toBus id: 73, flow2capratio: 0.30548579629413397
Branch id: 225, fromBus id: 73, toBus id: 71, flow2capratio: 0.28172762510931304
Branch id: 226, fromBus id: 70, toBus id: 74, flow2capratio: 0.14632971966581734
Branch id: 227, fromBus id: 74, toBus id: 70, flow2capratio: 0.2849818968430105
Branch id: 228, fromBus id: 70, toBus id: 75, flow2capratio: 0.1495109456265689
Branch id: 229, fromBus id: 75, toBus id: 70, flow2capratio: 0.18931186849299056
Branch id: 230, fromBus id: 69, toBus id: 75, flow2capratio: 0.18545196108693418
Branch id: 231, fromBus id: 75, toBus id: 69, flow2capratio: 0.24135137339875523
Branch id: 232, fromBus id: 74, toBus id: 75, flow2capratio: 0.2860793562725613
Branch id: 233, fromBus id: 75, toBus id: 74, flow2capratio: 0.19233624474570532
Branch id: 234, fromBus id: 76, toBus id: 77, flow2capratio: 0.25278603952692275
Branch id: 235, fromBus id: 77, toBus id: 76, flow2capratio: 0.14692579303590703
Branch id: 236, fromBus id: 69, toBus id: 77, flow2capratio: 0.35407969294532277
Branch id: 237, fromBus id: 77, toBus id: 69, flow2capratio: 0.4298411374343937
Branch id: 238, fromBus id: 75, toBus id: 77, flow2capratio: 0.25325821151211486
Branch id: 239, fromBus id: 77, toBus id: 75, flow2capratio: 0.2244142937241543
Branch id: 240, fromBus id: 77, toBus id: 78, flow2capratio: 0.14984189008112644
Branch id: 241, fromBus id: 78, toBus id: 77, flow2capratio: 0.30880224076613333
Branch id: 242, fromBus id: 78, toBus id: 79, flow2capratio: 0.06282998560807142
Branch id: 243, fromBus id: 79, toBus id: 78, flow2capratio: 0.10065984442973117
Branch id: 244, fromBus id: 77, toBus id: 80, flow2capratio: 0.21527943415911974
Branch id: 245, fromBus id: 80, toBus id: 77, flow2capratio: 0.18547209961000505
Branch id: 246, fromBus id: 77, toBus id: 80, flow2capratio: 0.13540138448140535
Branch id: 247, fromBus id: 80, toBus id: 77, flow2capratio: 0.12839878340233588
Branch id: 248, fromBus id: 79, toBus id: 80, flow2capratio: 0.27073379761133387
Branch id: 249, fromBus id: 80, toBus id: 79, flow2capratio: 0.1831557118778464
Branch id: 250, fromBus id: 68, toBus id: 81, flow2capratio: 0.13904179382809168
Branch id: 251, fromBus id: 81, toBus id: 68, flow2capratio: 0.14914656869214984
Branch id: 252, fromBus id: 81, toBus id: 80, flow2capratio: 0.13836757649496748
Branch id: 253, fromBus id: 80, toBus id: 81, flow2capratio: 0.14026127741929062
Branch id: 254, fromBus id: 77, toBus id: 82, flow2capratio: 0.2702833650302313
Branch id: 255, fromBus id: 82, toBus id: 77, flow2capratio: 0.34247079906193467
Branch id: 256, fromBus id: 82, toBus id: 83, flow2capratio: 0.27751897728102926
Branch id: 257, fromBus id: 83, toBus id: 82, flow2capratio: 0.3377891322694406
Branch id: 258, fromBus id: 83, toBus id: 84, flow2capratio: 0.12959575676940582
Branch id: 259, fromBus id: 84, toBus id: 83, flow2capratio: 0.2646344642809253
Branch id: 260, fromBus id: 83, toBus id: 85, flow2capratio: 0.23773676751883183
Branch id: 261, fromBus id: 85, toBus id: 83, flow2capratio: 0.3054068151077762
Branch id: 262, fromBus id: 84, toBus id: 85, flow2capratio: 0.1315599512986492
Branch id: 263, fromBus id: 85, toBus id: 84, flow2capratio: 0.13172932060426035
Branch id: 264, fromBus id: 85, toBus id: 86, flow2capratio: 0.2803065287041504
Branch id: 265, fromBus id: 86, toBus id: 85, flow2capratio: 0.2864648897182099
Branch id: 266, fromBus id: 86, toBus id: 87, flow2capratio: 0.2616481134739411
Branch id: 267, fromBus id: 87, toBus id: 86, flow2capratio: 0.2628520592988002
Branch id: 268, fromBus id: 85, toBus id: 88, flow2capratio: 0.1559436262664913
Branch id: 269, fromBus id: 88, toBus id: 85, flow2capratio: 0.2647197939547975
Branch id: 270, fromBus id: 85, toBus id: 89, flow2capratio: 0.20889117459017542
Branch id: 271, fromBus id: 89, toBus id: 85, flow2capratio: 0.25227197191758066
Branch id: 272, fromBus id: 88, toBus id: 89, flow2capratio: 0.19798406255662968
Branch id: 273, fromBus id: 89, toBus id: 88, flow2capratio: 0.13512204340912243
Branch id: 274, fromBus id: 89, toBus id: 90, flow2capratio: 0.13439224050325163
Branch id: 275, fromBus id: 90, toBus id: 89, flow2capratio: 0.08971128882403794
Branch id: 276, fromBus id: 89, toBus id: 90, flow2capratio: 0.17617175266884957
Branch id: 277, fromBus id: 90, toBus id: 89, flow2capratio: 0.1936559761163712
Branch id: 278, fromBus id: 90, toBus id: 91, flow2capratio: 0.09536117605513443
Branch id: 279, fromBus id: 91, toBus id: 90, flow2capratio: 0.2603409401043472
Branch id: 280, fromBus id: 89, toBus id: 92, flow2capratio: 0.22074711252751603
Branch id: 281, fromBus id: 92, toBus id: 89, flow2capratio: 0.16386023744510317
Branch id: 282, fromBus id: 89, toBus id: 92, flow2capratio: 0.05579905260824987
Branch id: 283, fromBus id: 92, toBus id: 89, flow2capratio: 0.057208201668326214
Branch id: 284, fromBus id: 91, toBus id: 92, flow2capratio: 0.2728590696528459
Branch id: 285, fromBus id: 92, toBus id: 91, flow2capratio: 0.22218401198062843
Branch id: 286, fromBus id: 92, toBus id: 93, flow2capratio: 0.06677935007635308
Branch id: 287, fromBus id: 93, toBus id: 92, flow2capratio: 0.2166515469291871
Branch id: 288, fromBus id: 92, toBus id: 94, flow2capratio: 0.18120294406474963
Branch id: 289, fromBus id: 94, toBus id: 92, flow2capratio: 0.21207671435799302
Branch id: 290, fromBus id: 93, toBus id: 94, flow2capratio: 0.26210496207420414
Branch id: 291, fromBus id: 94, toBus id: 93, flow2capratio: 0.2089314441441163
Branch id: 292, fromBus id: 94, toBus id: 95, flow2capratio: 0.13179917533757024
Branch id: 293, fromBus id: 95, toBus id: 94, flow2capratio: 0.18295786925233684
Branch id: 294, fromBus id: 80, toBus id: 96, flow2capratio: 0.25857268054600224
Branch id: 295, fromBus id: 96, toBus id: 80, flow2capratio: 0.2680065178358111
Branch id: 296, fromBus id: 82, toBus id: 96, flow2capratio: 0.19315905359503355
Branch id: 297, fromBus id: 96, toBus id: 82, flow2capratio: 0.17097472813685674
Branch id: 298, fromBus id: 94, toBus id: 96, flow2capratio: 0.2441767978478977
Branch id: 299, fromBus id: 96, toBus id: 94, flow2capratio: 0.24239160556505157
Branch id: 300, fromBus id: 80, toBus id: 97, flow2capratio: 0.21269741137652926
Branch id: 301, fromBus id: 97, toBus id: 80, flow2capratio: 0.2686666515312194
Branch id: 302, fromBus id: 80, toBus id: 98, flow2capratio: 0.3397467894918043
Branch id: 303, fromBus id: 98, toBus id: 80, flow2capratio: 0.37073462233341
Branch id: 304, fromBus id: 80, toBus id: 99, flow2capratio: 0.19512950758056138
Branch id: 305, fromBus id: 99, toBus id: 80, flow2capratio: 0.2441418287174004
Branch id: 306, fromBus id: 92, toBus id: 100, flow2capratio: 0.2941777996721978
Branch id: 307, fromBus id: 100, toBus id: 92, flow2capratio: 0.17835460276713275
Branch id: 308, fromBus id: 94, toBus id: 100, flow2capratio: 0.24138868205927966
Branch id: 309, fromBus id: 100, toBus id: 94, flow2capratio: 0.23749599192513823
Branch id: 310, fromBus id: 95, toBus id: 96, flow2capratio: 0.30522596454408396
Branch id: 311, fromBus id: 96, toBus id: 95, flow2capratio: 0.1930670015206543
Branch id: 312, fromBus id: 96, toBus id: 97, flow2capratio: 0.11006533118946697
Branch id: 313, fromBus id: 97, toBus id: 96, flow2capratio: 0.19622318145366816
Branch id: 314, fromBus id: 98, toBus id: 100, flow2capratio: 0.33435137037810264
Branch id: 315, fromBus id: 100, toBus id: 98, flow2capratio: 0.3548084628475203
Branch id: 316, fromBus id: 99, toBus id: 100, flow2capratio: 0.17087718094901827
Branch id: 317, fromBus id: 100, toBus id: 99, flow2capratio: 0.1504482415807315
Branch id: 318, fromBus id: 100, toBus id: 101, flow2capratio: 0.20561090723393646
Branch id: 319, fromBus id: 101, toBus id: 100, flow2capratio: 0.26768191735483177
Branch id: 320, fromBus id: 92, toBus id: 102, flow2capratio: 0.18815498589798443
Branch id: 321, fromBus id: 102, toBus id: 92, flow2capratio: 0.2450047773658818
Branch id: 322, fromBus id: 101, toBus id: 102, flow2capratio: 0.1352573882036222
Branch id: 323, fromBus id: 102, toBus id: 101, flow2capratio: 0.20656705111177906
Branch id: 324, fromBus id: 100, toBus id: 103, flow2capratio: 0.2869786582190574
Branch id: 325, fromBus id: 103, toBus id: 100, flow2capratio: 0.30571999159798663
Branch id: 326, fromBus id: 100, toBus id: 104, flow2capratio: 0.1705684237952814
Branch id: 327, fromBus id: 104, toBus id: 100, flow2capratio: 0.2601043902472455
Branch id: 328, fromBus id: 103, toBus id: 104, flow2capratio: 0.11499443178107457
Branch id: 329, fromBus id: 104, toBus id: 103, flow2capratio: 0.06484438748864862
Branch id: 330, fromBus id: 103, toBus id: 105, flow2capratio: 0.15737173307231844
Branch id: 331, fromBus id: 105, toBus id: 103, flow2capratio: 0.24317036894302696
