Branch id: 236, fromBus id: 69, toBus id: 77, flow2capratio: 0.39321307109850523
Branch id: 193, fromBus id: 65, toBus id: 64, flow2capratio: 0.05238961307724299
Branch id: 1, fromBus id: 2, toBus id: 1, flow2capratio: 0.050506524751973245
Branch id: 25, fromBus id: 12, toBus id: 2, flow2capratio: 0.05050652475197324
Branch id: 93, fromBus id: 37, toBus id: 35, flow2capratio: 0.05041726213067751
Branch id: 106, fromBus id: 30, toBus id: 38, flow2capratio: 0.05032482942937751
Branch id: 353, fromBus id: 112, toBus id: 110, flow2capratio: 0.050137542880936775
Branch id: 320, fromBus id: 92, toBus id: 102, flow2capratio: 0.050096128309378395
Branch id: 94, fromBus id: 33, toBus id: 37, flow2capratio: 0.04990345556974218
Branch id: 86, fromBus id: 15, toBus id: 33, flow2capratio: 0.049903455569742176
Branch id: 36, fromBus id: 14, toBus id: 15, flow2capratio: 0.049903455569742176
Branch id: 284, fromBus id: 91, toBus id: 92, flow2capratio: 0.04926199780080186
Branch id: 296, fromBus id: 82, toBus id: 96, flow2capratio: 0.048388337220603796
Branch id: 366, fromBus id: 12, toBus id: 117, flow2capratio: 0.047925416856298975
Branch id: 131, fromBus id: 49, toBus id: 42, flow2capratio: 0.04771307022583429
Branch id: 317, fromBus id: 100, toBus id: 99, flow2capratio: 0.04755050622113215
Branch id: 53, fromBus id: 21, toBus id: 20, flow2capratio: 0.047379767138591856
Branch id: 51, fromBus id: 19, toBus id: 15, flow2capratio: 0.04737976713859185
Branch id: 49, fromBus id: 20, toBus id: 19, flow2capratio: 0.04737976713859185
Branch id: 82, fromBus id: 31, toBus id: 32, flow2capratio: 0.04517613185108393
Branch id: 10, fromBus id: 6, toBus id: 7, flow2capratio: 0.044331317078593
Branch id: 85, fromBus id: 32, toBus id: 27, flow2capratio: 0.04428330833199146
Branch id: 66, fromBus id: 27, toBus id: 28, flow2capratio: 0.04428330833199146
Branch id: 253, fromBus id: 80, toBus id: 81, flow2capratio: 0.04399951920443767
Branch id: 252, fromBus id: 81, toBus id: 80, flow2capratio: 0.04397414944330546
Branch id: 101, fromBus id: 37, toBus id: 38, flow2capratio: 0.04346035228607175
Branch id: 30, fromBus id: 11, toBus id: 13, flow2capratio: 0.043238894909737306
Branch id: 288, fromBus id: 92, toBus id: 94, flow2capratio: 0.043218891170577936
Branch id: 150, fromBus id: 49, toBus id: 54, flow2capratio: 0.04236940690825471
Branch id: 182, fromBus id: 61, toBus id: 62, flow2capratio: 0.04196241613398564
Branch id: 329, fromBus id: 104, toBus id: 103, flow2capratio: 0.04177248646871313
Branch id: 96, fromBus id: 34, toBus id: 36, flow2capratio: 0.04105032462465861
Branch id: 91, fromBus id: 36, toBus id: 35, flow2capratio: 0.04105032462465861
Branch id: 268, fromBus id: 85, toBus id: 88, flow2capratio: 0.041047701158945245
Branch id: 32, fromBus id: 12, toBus id: 14, flow2capratio: 0.04090940278328348
Branch id: 281, fromBus id: 92, toBus id: 89, flow2capratio: 0.04089140953885455
Branch id: 27, fromBus id: 12, toBus id: 3, flow2capratio: 0.04037226285985691
Branch id: 3, fromBus id: 3, toBus id: 1, flow2capratio: 0.04037226285985691
Branch id: 212, fromBus id: 68, toBus id: 69, flow2capratio: 0.04015637417417211
Branch id: 165, fromBus id: 58, toBus id: 51, flow2capratio: 0.03976393273525144
Branch id: 250, fromBus id: 68, toBus id: 81, flow2capratio: 0.03908813283898299
Branch id: 202, fromBus id: 65, toBus id: 66, flow2capratio: 0.03897603361171766
Branch id: 241, fromBus id: 78, toBus id: 77, flow2capratio: 0.03804654696816577
Branch id: 306, fromBus id: 92, toBus id: 100, flow2capratio: 0.03774344411270218
Branch id: 133, fromBus id: 49, toBus id: 42, flow2capratio: 0.03757834916509773
Branch id: 275, fromBus id: 90, toBus id: 89, flow2capratio: 0.03736290079993467
Branch id: 68, fromBus id: 28, toBus id: 29, flow2capratio: 0.03562355578408314
Branch id: 98, fromBus id: 34, toBus id: 37, flow2capratio: 0.03523899472353394
Branch id: 88, fromBus id: 19, toBus id: 34, flow2capratio: 0.03523899472353394
Branch id: 71, fromBus id: 17, toBus id: 30, flow2capratio: 0.03494025184167734
Branch id: 95, fromBus id: 37, toBus id: 33, flow2capratio: 0.03459177027091162
Branch id: 87, fromBus id: 33, toBus id: 15, flow2capratio: 0.034591770270911606
Branch id: 17, fromBus id: 10, toBus id: 9, flow2capratio: 0.03359402833663465
Branch id: 342, fromBus id: 106, toBus id: 107, flow2capratio: 0.0330793265483139
Branch id: 251, fromBus id: 81, toBus id: 68, flow2capratio: 0.03212841796828813
Branch id: 233, fromBus id: 75, toBus id: 74, flow2capratio: 0.03131828726606731
Branch id: 130, fromBus id: 42, toBus id: 49, flow2capratio: 0.030670738193086675
Branch id: 132, fromBus id: 42, toBus id: 49, flow2capratio: 0.030670738193086654
Branch id: 258, fromBus id: 83, toBus id: 84, flow2capratio: 0.030224987540401944
Branch id: 350, fromBus id: 110, toBus id: 111, flow2capratio: 0.029696010418001195
Branch id: 37, fromBus id: 15, toBus id: 14, flow2capratio: 0.02891483890417974
Branch id: 33, fromBus id: 14, toBus id: 12, flow2capratio: 0.02891483890417974
Branch id: 11, fromBus id: 7, toBus id: 6, flow2capratio: 0.02891483890417974
Branch id: 100, fromBus id: 38, toBus id: 37, flow2capratio: 0.027830624197247713
Branch id: 29, fromBus id: 12, toBus id: 7, flow2capratio: 0.027654187138331374
Branch id: 70, fromBus id: 30, toBus id: 17, flow2capratio: 0.02725882125571051
Branch id: 200, fromBus id: 62, toBus id: 67, flow2capratio: 0.025443607204052213
Branch id: 311, fromBus id: 96, toBus id: 95, flow2capratio: 0.024704260156453866
Branch id: 273, fromBus id: 89, toBus id: 88, flow2capratio: 0.02171836045094806
Branch id: 270, fromBus id: 85, toBus id: 89, flow2capratio: 0.02171836045094806
Branch id: 221, fromBus id: 72, toBus id: 24, flow2capratio: 0.020981996464667287
Branch id: 60, fromBus id: 23, toBus id: 25, flow2capratio: 0.020981996448348333
Branch id: 365, fromBus id: 116, toBus id: 68, flow2capratio: 0.020476919678357478
Branch id: 226, fromBus id: 70, toBus id: 74, flow2capratio: 0.02036641161774426
Branch id: 199, fromBus id: 66, toBus id: 62, flow2capratio: 0.019963405910428656
Branch id: 21, fromBus id: 11, toBus id: 5, flow2capratio: 0.018464928234412113
Branch id: 188, fromBus id: 64, toBus id: 61, flow2capratio: 0.01678496645359425
Branch id: 328, fromBus id: 103, toBus id: 104, flow2capratio: 0.01617760131768139
Branch id: 40, fromBus id: 15, toBus id: 17, flow2capratio: 0.01195951575782988
Branch id: 35, fromBus id: 15, toBus id: 13, flow2capratio: 0.011653589346196057
Branch id: 292, fromBus id: 94, toBus id: 95, flow2capratio: 0.010534734567080078
Branch id: 283, fromBus id: 92, toBus id: 89, flow2capratio: 0.010300889657039156
Branch id: 31, fromBus id: 13, toBus id: 11, flow2capratio: 0.009232464136505178
Branch id: 220, fromBus id: 24, toBus id: 72, flow2capratio: 0.008625727419885395
Branch id: 223, fromBus id: 72, toBus id: 71, flow2capratio: 0.00862572741988539
Branch id: 63, fromBus id: 25, toBus id: 26, flow2capratio: 0.008392798579339333
Branch id: 19, fromBus id: 11, toBus id: 4, flow2capratio: 0.0064260506808052455
Branch id: 309, fromBus id: 100, toBus id: 94, flow2capratio: 0.0060431066302239185
Branch id: 235, fromBus id: 77, toBus id: 76, flow2capratio: 1.7065781680353084E-11
Branch id: 75, fromBus id: 30, toBus id: 26, flow2capratio: 6.5275833442197764E-12
Branch id: 127, fromBus id: 48, toBus id: 46, flow2capratio: 4.394995760758658E-12
Branch id: 137, fromBus id: 49, toBus id: 48, flow2capratio: 4.394995760758654E-12
Branch id: 304, fromBus id: 80, toBus id: 99, flow2capratio: 2.5852400972905154E-12
Branch id: 23, fromBus id: 12, toBus id: 11, flow2capratio: 0.0
Branch id: 22, fromBus id: 11, toBus id: 12, flow2capratio: 0.0
Branch id: 18, fromBus id: 4, toBus id: 11, flow2capratio: 0.0
Branch id: 16, fromBus id: 9, toBus id: 10, flow2capratio: 0.0
Branch id: 9, fromBus id: 6, toBus id: 5, flow2capratio: 0.0
Branch id: 7, fromBus id: 5, toBus id: 3, flow2capratio: 0.0
Branch id: 4, fromBus id: 4, toBus id: 5, flow2capratio: 0.0
Branch id: 2, fromBus id: 1, toBus id: 3, flow2capratio: 0.0
Branch id: 0, fromBus id: 1, toBus id: 2, flow2capratio: 0.0
Branch id: 47, fromBus id: 19, toBus id: 18, flow2capratio: 0.0
Branch id: 46, fromBus id: 18, toBus id: 19, flow2capratio: 0.0
Branch id: 44, fromBus id: 17, toBus id: 18, flow2capratio: 0.0
Branch id: 41, fromBus id: 17, toBus id: 15, flow2capratio: 0.0
Branch id: 34, fromBus id: 13, toBus id: 15, flow2capratio: 0.0
Branch id: 28, fromBus id: 7, toBus id: 12, flow2capratio: 0.0
Branch id: 26, fromBus id: 3, toBus id: 12, flow2capratio: 0.0
Branch id: 65, fromBus id: 27, toBus id: 25, flow2capratio: 0.0
Branch id: 64, fromBus id: 25, toBus id: 27, flow2capratio: 0.0
Branch id: 62, fromBus id: 26, toBus id: 25, flow2capratio: 0.0
Branch id: 61, fromBus id: 25, toBus id: 23, flow2capratio: 0.0
Branch id: 56, fromBus id: 22, toBus id: 23, flow2capratio: 0.0
Branch id: 54, fromBus id: 21, toBus id: 22, flow2capratio: 0.0
Branch id: 52, fromBus id: 20, toBus id: 21, flow2capratio: 0.0
Branch id: 50, fromBus id: 15, toBus id: 19, flow2capratio: 0.0
Branch id: 48, fromBus id: 19, toBus id: 20, flow2capratio: 0.0
Branch id: 90, fromBus id: 35, toBus id: 36, flow2capratio: 0.0
Branch id: 89, fromBus id: 34, toBus id: 19, flow2capratio: 0.0
Branch id: 77, fromBus id: 31, toBus id: 17, flow2capratio: 0.0
Branch id: 74, fromBus id: 26, toBus id: 30, flow2capratio: 0.0
Branch id: 119, fromBus id: 43, toBus id: 34, flow2capratio: 0.0
Branch id: 118, fromBus id: 34, toBus id: 43, flow2capratio: 0.0
Branch id: 116, fromBus id: 43, toBus id: 44, flow2capratio: 0.0
Branch id: 115, fromBus id: 42, toBus id: 41, flow2capratio: 0.0
Branch id: 114, fromBus id: 41, toBus id: 42, flow2capratio: 0.0
Branch id: 111, fromBus id: 41, toBus id: 40, flow2capratio: 0.0
Branch id: 110, fromBus id: 40, toBus id: 41, flow2capratio: 0.0
Branch id: 109, fromBus id: 40, toBus id: 39, flow2capratio: 0.0
Branch id: 108, fromBus id: 39, toBus id: 40, flow2capratio: 0.0
Branch id: 102, fromBus id: 37, toBus id: 39, flow2capratio: 0.0
Branch id: 97, fromBus id: 36, toBus id: 34, flow2capratio: 0.0
Branch id: 142, fromBus id: 51, toBus id: 52, flow2capratio: 0.0
Branch id: 140, fromBus id: 49, toBus id: 51, flow2capratio: 0.0
Branch id: 129, fromBus id: 49, toBus id: 47, flow2capratio: 0.0
Branch id: 126, fromBus id: 46, toBus id: 48, flow2capratio: 0.0
Branch id: 124, fromBus id: 46, toBus id: 47, flow2capratio: 0.0
Branch id: 123, fromBus id: 46, toBus id: 45, flow2capratio: 0.0
Branch id: 122, fromBus id: 45, toBus id: 46, flow2capratio: 0.0
Branch id: 120, fromBus id: 44, toBus id: 45, flow2capratio: 0.0
Branch id: 166, fromBus id: 54, toBus id: 59, flow2capratio: 0.0
Branch id: 164, fromBus id: 51, toBus id: 58, flow2capratio: 0.0
Branch id: 163, fromBus id: 58, toBus id: 56, flow2capratio: 0.0
Branch id: 162, fromBus id: 56, toBus id: 58, flow2capratio: 0.0
Branch id: 161, fromBus id: 57, toBus id: 50, flow2capratio: 0.0
Branch id: 159, fromBus id: 57, toBus id: 56, flow2capratio: 0.0
Branch id: 158, fromBus id: 56, toBus id: 57, flow2capratio: 0.0
Branch id: 157, fromBus id: 56, toBus id: 55, flow2capratio: 0.0
Branch id: 156, fromBus id: 55, toBus id: 56, flow2capratio: 0.0
Branch id: 155, fromBus id: 56, toBus id: 54, flow2capratio: 0.0
Branch id: 154, fromBus id: 54, toBus id: 56, flow2capratio: 0.0
Branch id: 146, fromBus id: 53, toBus id: 54, flow2capratio: 0.0
Branch id: 145, fromBus id: 53, toBus id: 52, flow2capratio: 0.0
Branch id: 144, fromBus id: 52, toBus id: 53, flow2capratio: 0.0
Branch id: 189, fromBus id: 61, toBus id: 64, flow2capratio: 0.0
Branch id: 187, fromBus id: 64, toBus id: 63, flow2capratio: 0.0
Branch id: 186, fromBus id: 63, toBus id: 64, flow2capratio: 0.0
Branch id: 185, fromBus id: 59, toBus id: 63, flow2capratio: 0.0
Branch id: 184, fromBus id: 63, toBus id: 59, flow2capratio: 0.0
Branch id: 183, fromBus id: 62, toBus id: 61, flow2capratio: 0.0
Branch id: 181, fromBus id: 62, toBus id: 60, flow2capratio: 0.0
Branch id: 180, fromBus id: 60, toBus id: 62, flow2capratio: 0.0
Branch id: 179, fromBus id: 61, toBus id: 60, flow2capratio: 0.0
Branch id: 178, fromBus id: 60, toBus id: 61, flow2capratio: 0.0
Branch id: 177, fromBus id: 61, toBus id: 59, flow2capratio: 0.0
Branch id: 176, fromBus id: 59, toBus id: 61, flow2capratio: 0.0
Branch id: 174, fromBus id: 59, toBus id: 60, flow2capratio: 0.0
Branch id: 173, fromBus id: 59, toBus id: 55, flow2capratio: 0.0
Branch id: 172, fromBus id: 55, toBus id: 59, flow2capratio: 0.0
Branch id: 171, fromBus id: 59, toBus id: 56, flow2capratio: 0.0
Branch id: 170, fromBus id: 56, toBus id: 59, flow2capratio: 0.0
Branch id: 169, fromBus id: 59, toBus id: 56, flow2capratio: 0.0
Branch id: 168, fromBus id: 56, toBus id: 59, flow2capratio: 0.0
Branch id: 208, fromBus id: 47, toBus id: 69, flow2capratio: 0.0
Branch id: 201, fromBus id: 67, toBus id: 62, flow2capratio: 0.0
Branch id: 198, fromBus id: 62, toBus id: 66, flow2capratio: 0.0
Branch id: 239, fromBus id: 77, toBus id: 75, flow2capratio: 0.0
Branch id: 238, fromBus id: 75, toBus id: 77, flow2capratio: 0.0
Branch id: 232, fromBus id: 74, toBus id: 75, flow2capratio: 0.0
Branch id: 231, fromBus id: 75, toBus id: 69, flow2capratio: 0.0
Branch id: 228, fromBus id: 70, toBus id: 75, flow2capratio: 0.0
Branch id: 227, fromBus id: 74, toBus id: 70, flow2capratio: 0.0
Branch id: 222, fromBus id: 71, toBus id: 72, flow2capratio: 0.0
Branch id: 262, fromBus id: 84, toBus id: 85, flow2capratio: 0.0
Branch id: 259, fromBus id: 84, toBus id: 83, flow2capratio: 0.0
Branch id: 249, fromBus id: 80, toBus id: 79, flow2capratio: 0.0
Branch id: 248, fromBus id: 79, toBus id: 80, flow2capratio: 0.0
Branch id: 243, fromBus id: 79, toBus id: 78, flow2capratio: 0.0
Branch id: 242, fromBus id: 78, toBus id: 79, flow2capratio: 0.0
Branch id: 240, fromBus id: 77, toBus id: 78, flow2capratio: 0.0
Branch id: 287, fromBus id: 93, toBus id: 92, flow2capratio: 0.0
Branch id: 286, fromBus id: 92, toBus id: 93, flow2capratio: 0.0
Branch id: 285, fromBus id: 92, toBus id: 91, flow2capratio: 0.0
Branch id: 282, fromBus id: 89, toBus id: 92, flow2capratio: 0.0
Branch id: 280, fromBus id: 89, toBus id: 92, flow2capratio: 0.0
Branch id: 279, fromBus id: 91, toBus id: 90, flow2capratio: 0.0
Branch id: 278, fromBus id: 90, toBus id: 91, flow2capratio: 0.0
Branch id: 276, fromBus id: 89, toBus id: 90, flow2capratio: 0.0
Branch id: 274, fromBus id: 89, toBus id: 90, flow2capratio: 0.0
Branch id: 272, fromBus id: 88, toBus id: 89, flow2capratio: 0.0
Branch id: 267, fromBus id: 87, toBus id: 86, flow2capratio: 0.0
Branch id: 266, fromBus id: 86, toBus id: 87, flow2capratio: 0.0
Branch id: 308, fromBus id: 94, toBus id: 100, flow2capratio: 0.0
Branch id: 307, fromBus id: 100, toBus id: 92, flow2capratio: 0.0
Branch id: 305, fromBus id: 99, toBus id: 80, flow2capratio: 0.0
Branch id: 301, fromBus id: 97, toBus id: 80, flow2capratio: 0.0
Branch id: 298, fromBus id: 94, toBus id: 96, flow2capratio: 0.0
Branch id: 297, fromBus id: 96, toBus id: 82, flow2capratio: 0.0
Branch id: 293, fromBus id: 95, toBus id: 94, flow2capratio: 0.0
Branch id: 291, fromBus id: 94, toBus id: 93, flow2capratio: 0.0
Branch id: 290, fromBus id: 93, toBus id: 94, flow2capratio: 0.0
Branch id: 335, fromBus id: 105, toBus id: 104, flow2capratio: 0.0
Branch id: 334, fromBus id: 104, toBus id: 105, flow2capratio: 0.0
Branch id: 330, fromBus id: 103, toBus id: 105, flow2capratio: 0.0
Branch id: 327, fromBus id: 104, toBus id: 100, flow2capratio: 0.0
Branch id: 323, fromBus id: 102, toBus id: 101, flow2capratio: 0.0
Branch id: 322, fromBus id: 101, toBus id: 102, flow2capratio: 0.0
Branch id: 321, fromBus id: 102, toBus id: 92, flow2capratio: 0.0
Branch id: 319, fromBus id: 101, toBus id: 100, flow2capratio: 0.0
Branch id: 318, fromBus id: 100, toBus id: 101, flow2capratio: 0.0
Branch id: 316, fromBus id: 99, toBus id: 100, flow2capratio: 0.0
